0.0018921,321.97,125.64,94,2.0681e+09,151.92,46893,43578,2.2932,-0.95589,1,358,-0,2.0652e+09,1,0.54339,0.32776,0.97617,0.96273
0.00094605,322.02,125.56,94,2.0684e+09,151.88,46893,43582,2.296,-0.9569,1,358,-0,2.0656e+09,1,0.5393,0.32779,0.97619,0.96299
0.00094605,375.79,83.03,4.369,2.5394e+09,120.04,50152,49734,5.5263,-1.9056,1,451.9,-0,2.5576e+09,1,0.1728,0.41484,0.98629,0.98176
0.0017695,229.06,154.18,102.4,1.2651e+09,158.33,34958,33691,1.1855,-0.056058,1,349.6,-0,1.2627e+09,1,0.59186,0.38899,0.97334,0.96054
0.0027156,229.04,154.14,102.46,1.265e+09,158.33,34979,33691,1.1865,-0.057008,1,349.54,-0,1.2625e+09,1,0.59572,0.38896,0.97337,0.96028
-0,293.85,164.26,91.841,1.9135e+09,175.84,46010,41160,1.3979,-0.49831,1,360.16,-0,1.9148e+09,1,0.48029,0.33926,0.97148,0.97544
0.00094605,341.12,108.26,91.728,2.229e+09,142.28,48273,45538,3.0385,-1.2502,1,360.27,-0,2.2349e+09,1,0.42904,0.34136,0.97346,0.96668
-0,288.88,130.21,22.338,1.721e+09,148.4,43441,39333,1.906,-0.76472,1,358,-0,1.7389e+09,1,0.36401,0.37833,0.97578,0.97278
0.0017695,314.72,118.31,91.148,1.9621e+09,145.59,48192,42235,2.4267,-1.0037,1,358,-0,1.9952e+09,1,0.2237,0.36101,0.99046,0.98303
0.00094605,274.48,159.24,94,1.6997e+09,169.78,51684,37965,1.3472,-0.3596,1,358,-0,1.7106e+09,1,0.78006,0.30434,0.96126,0.9572
-0,276.06,157.35,94,1.7046e+09,168.11,37656,39929,1.3747,-0.40348,1,358,-0,1.7054e+09,1,0.26781,0.32146,0.98396,0.98465
0.00094605,262.92,165.81,94,1.6173e+09,173.18,42854,38316,1.2329,-0.23011,1,358,-0,1.6099e+09,1,0.45418,0.32132,0.97675,0.97557
0.00094605,302.67,147.69,94,1.94e+09,165.19,51403,42241,1.687,-0.66212,1,358,-0,1.9491e+09,1,0.36948,0.32593,0.9852,0.97852
0.0017695,356.95,98.97,31.658,2.388e+09,137.62,49903,47349,3.6759,-1.4755,1,425.38,-0,2.4201e+09,1,0.34981,0.36795,0.97449,0.97151
-0,273.19,153.55,94,1.6602e+09,164.67,45975,39015,1.4054,-0.41988,1,358,-0,1.6622e+09,1,0.49566,0.3202,0.97411,0.97017
-0,359.04,103.87,8.2835,2.4257e+09,140.55,50326,48721,3.5235,-1.4489,1,449.62,-0,2.4341e+09,1,0.46437,0.38751,0.9701,0.9632
0.00094605,379.54,88.175,0,2.604e+09,124.65,52319,50575,5.2921,-1.9032,1,452,-0,2.6321e+09,1,0.20137,0.45009,0.98725,0.98015
0.0017695,352.17,88.162,89.519,2.289e+09,127.52,48587,45872,4.0315,-1.5012,1,360.34,-0,2.2945e+09,1,0.75528,0.34009,0.95355,0.92892
0.0025467,314.4,127.74,94,1.989e+09,151.83,48615,42153,2.1686,-0.89831,1,358,-0,1.9986e+09,1,0.61645,0.31073,0.9622,0.95773
0.0017695,245.43,157.15,94.263,1.4179e+09,163.28,51614,34583,1.2403,-0.15694,1,357.74,-0,1.4211e+09,1,0.55954,0.35382,0.97724,0.96544
0.00094605,256.55,145.54,59.138,1.4618e+09,154.19,44323,35278,1.3854,-0.40333,1,358,-0,1.4798e+09,1,0.47703,0.39536,0.97977,0.96645
0.00094605,360.36,88.742,68.611,2.3883e+09,128.5,49162,47437,4.2345,-1.5897,1,383.39,-0,2.4202e+09,1,0.51249,0.36304,0.96911,0.95309
-0,361.9,113.6,0.15963,2.492e+09,147.5,50184,48901,3.3052,-1.4263,1,452,-0,2.5047e+09,1,0.35595,0.44449,0.9749,0.97406
0.0027156,328.48,115.65,91.464,2.1002e+09,144.26,48023,44030,2.6335,-1.0784,1,360.14,-0,2.0984e+09,1,0.93467,0.30637,0.94588,0.93049
-0,361.9,113.57,0.15963,2.492e+09,147.48,50192,48902,3.3073,-1.4268,1,452,-0,2.5046e+09,1,0.35985,0.44432,0.97473,0.97377
-0,255.77,174.59,94.115,1.5927e+09,179.43,37083,39128,1.1429,-0.11763,1,357.89,-0,1.5898e+09,1,0.13302,0.34634,0.98857,0.99334
-0,255.73,174.54,94.115,1.5922e+09,179.39,37083,39120,1.1432,-0.11752,1,357.89,-0,1.5892e+09,1,0.13352,0.34621,0.98849,0.99331
-0,255.8,174.57,94.085,1.5929e+09,179.43,37083,39130,1.1432,-0.11798,1,357.91,-0,1.59e+09,1,0.13237,0.34634,0.98858,0.99337
0.0017695,356.99,38.44,0,2.1948e+09,84.06,42480,45996,9.5962,-2.3383,1,358,-0,2.2223e+09,1,0.55831,0.57496,0.97962,0.88221
