0.00016591,405.42,67.054,0,2.4082e+11,101.18,5.1446e+05,4.8001e+05,9.46,-2.6976,1,452,5.7533e-05,2.4072e+11,1,0.054152,0.56523,0.99517,0.99199
0.00015881,405.42,67.055,0,2.4082e+11,101.18,5.1445e+05,4.8001e+05,9.4597,-2.6975,1,452,-0,2.4072e+11,1,0.054263,0.56524,0.99516,0.99198
3.091e-05,394.31,77.688,0,2.3816e+11,113.02,4.5473e+05,4.7464e+05,7.1324,-2.2995,1,452,-0,2.3819e+11,1,0.031769,0.51429,0.99599,0.99618
0.00090408,293.52,142.29,94,4.4043e+10,159.6,2.5402e+05,1.9656e+05,1.7088,-0.6603,1,358,-0,4.4019e+10,1,0.17608,0.33609,0.99235,0.98874
0.00095486,293.53,142.28,94,4.4044e+10,159.6,2.5398e+05,1.9657e+05,1.7091,-0.66042,1,358,-0,4.4019e+10,1,0.17656,0.33609,0.99234,0.98871
0.00015348,404.16,67.832,0,2.3955e+11,101.66,5.1438e+05,4.7863e+05,9.2627,-2.6576,1,452,5.7533e-05,2.3945e+11,1,0.056688,0.55383,0.99484,0.9917
0.00094605,372.68,75.76,67.342,2.4784e+09,114.04,50028,48655,5.8807,-1.9431,1,384.18,-0,2.5092e+09,1,0.31854,0.38021,0.96955,0.96315
0.00094605,372.73,75.733,67.061,2.4789e+09,114,49995,48661,5.8861,-1.9445,1,384.46,-0,2.5098e+09,1,0.31908,0.38019,0.96947,0.96307
0.00094605,372.68,75.749,67.398,2.4786e+09,114.06,50002,48657,5.8824,-1.944,1,384.11,-0,2.5096e+09,1,0.31488,0.38008,0.96954,0.96357
0.010978,276.81,141.22,97.937,1.4217e+09,155.31,35980,36007,1.5556,-0.4427,1,352.57,-0,1.3868e+09,1,2.6502,0.23873,0.86427,0.83796
0.00094605,317.94,123.6,94,2.017e+09,150.1,45264,43696,2.317,-0.96622,1,358,-0,2.0296e+09,1,0.3848,0.3242,0.97456,0.97299
0.0049999,323.8,139.27,70.011,3.3482e+08,162.37,18985,16816,2.0483,-0.89303,1,381.99,0.016864,3.3211e+08,1,0.45816,0.34216,0.9688,0.97287
0.006454,336.53,92.566,56.96,1.8197e+09,125.29,40705,40824,3.6188,-1.3355,1,360.2,-0,1.8002e+09,1,1.8123,0.29222,0.89239,0.83482
0.00094605,372.66,75.737,67.176,2.4783e+09,114.04,50013,48655,5.8834,-1.944,1,384.34,-0,2.5092e+09,1,0.31634,0.38004,0.96953,0.9634
0.008436,276.56,141.42,98.099,1.4203e+09,155.43,35847,35977,1.5509,-0.44025,1,352.51,-0,1.3858e+09,1,2.6439,0.23884,0.86436,0.8385
0.0049999,323.84,139.33,69.121,3.3493e+08,162.41,18952,16819,2.0463,-0.89236,1,382.88,0.016864,3.3224e+08,1,0.45826,0.34298,0.96912,0.97289
-0,384.56,72.183,7.2751,4.0555e+08,105.05,19902,20034,7.0129,-2.1376,1,450.02,-0,4.0417e+08,1,0.30097,0.43256,0.97975,0.95669
0.0072395,336.56,92.362,57.088,1.8194e+09,125.12,40711,40825,3.633,-1.3389,1,360.13,-0,1.8005e+09,1,1.8011,0.29347,0.89325,0.83549
0.0017695,318.01,123.56,94,2.0179e+09,150.12,45357,43705,2.3193,-0.96766,1,358,-0,2.0306e+09,1,0.37743,0.32431,0.97476,0.9735
0.00065973,375.57,94.946,0,4.6126e+10,131.72,2.842e+05,2.101e+05,4.6138,-1.769,1,452,-0,4.6151e+10,1,0.12648,0.45419,0.98997,0.98867
0.0020163,382.05,70.848,34.743,2.21e+09,103.16,43267,45887,6.8919,-2.0857,1,419.37,-0,2.1993e+09,1,1.0186,0.36562,0.92888,0.86652
0.00094605,372.62,75.758,67.122,2.4778e+09,114.04,49999,48649,5.8778,-1.9424,1,384.36,-0,2.5086e+09,1,0.31786,0.37996,0.96946,0.96323
0.00081608,396.05,69.842,0,2.6657e+10,101.44,1.6093e+05,1.605e+05,8.4449,-2.4424,1,452,0.00041949,2.6615e+10,1,0.17741,0.47724,0.98674,0.9744
0.0049999,298.15,134.15,94,2.8713e+08,153.71,15350,15741,1.8586,-0.65317,1,358,-0,2.7923e+08,1,1.3878,0.30111,0.95076,0.91128
-0,323.1,119.81,88.422,2.1093e+08,145.5,14659,13893,2.4388,-0.97003,1,363.23,-0,2.1163e+08,1,1.3368,0.29231,0.93177,0.90446
0.0020163,352.62,84.865,67.167,1.966e+09,122.37,43547,42995,4.2436,-1.536,1,370.74,-0,1.9579e+09,1,1.1249,0.31525,0.92351,0.8902
